index,Fund,Acct-Type,Acct-Div,Acct-Dept,Summ-Acct,GL-Account,2019-Actual,2020-Actual,2021-Budget,2022-Recommend,2023-Forecast
492,101: City General,EXPENSES,Human Services,101-917: Human Services,52100: Total G&A SERVICES,DUES & SUBSCRIPTIONS,116,6522,15050,15050,15155
493,101: City General,EXPENSES,Human Services,101-917: Human Services,52100: Total G&A SERVICES,PRINTING,538,1110,4500,2000,2014
494,101: City General,EXPENSES,Human Services,101-917: Human Services,52100: Total G&A SERVICES,PROGRAM EXPENSE,73630,6336,286000,266000,266000
495,101: City General,EXPENSES,Human Services,101-917: Human Services,53400: Total CONTRACT SERVICES,CONTRACTUAL SERVICES,74638,102307,620000,1224500,1233072
496,101: City General,EXPENSES,Human Services,101-917: Human Services,53500: Total OTHER SERVICES,MISC. EXPENSES,27019,29573,15133,12885,12975
497,101: City General,EXPENSES,Human Services,101-917: Human Services,54000: Total OFFICE SUPPLIES,OFFICE SUPPLIES,0,0,0,2700,2719
498,101: City General,EXPENSES,Human Services,101-917: Human Services,54000: Total OFFICE SUPPLIES,STATIONERY,990,641,2000,2700,2719
499,101: City General,EXPENSES,Human Services,101-917: Human Services,54700: Total OTHER SUPPLY,FOOD,24692,16414,25550,25500,25679
500,101: City General,EXPENSES,Human Services,101-918: Parking Administration,50000: Total PERSONNEL SALARIES,SALARIES,7286,0,0,0,0
501,101: City General,EXPENSES,Human Services,101-918: Parking Administration,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,31,0,0,0,0
502,101: City General,EXPENSES,Human Services,101-918: Parking Administration,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,2106,0,0,0,0
503,101: City General,EXPENSES,Human Services,101-918: Parking Administration,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,548,0,0,0,0
504,101: City General,EXPENSES,Human Services,101-918: Parking Administration,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,597,0,0,0,0
505,101: City General,EXPENSES,City Courts,101-106: Municipal Court,50000: Total PERSONNEL SALARIES,SALARIES,585103,620373,739653,753047,760577
506,101: City General,EXPENSES,City Courts,101-106: Municipal Court,50000: Total PERSONNEL SALARIES,OVERTIME,86009,74030,66000,30000,30000
507,101: City General,EXPENSES,City Courts,101-106: Municipal Court,50000: Total PERSONNEL SALARIES,SICK LEAVE,16759,13271,0,0,0
508,101: City General,EXPENSES,City Courts,101-106: Municipal Court,50000: Total PERSONNEL SALARIES,VACATION,37270,36435,0,0,0
509,101: City General,EXPENSES,City Courts,101-106: Municipal Court,50000: Total PERSONNEL SALARIES,HOLIDAY,44088,41257,0,0,0
510,101: City General,EXPENSES,City Courts,101-106: Municipal Court,50000: Total PERSONNEL SALARIES,LONGEVITY,24164,26904,29000,30157,30459
511,101: City General,EXPENSES,City Courts,101-106: Municipal Court,50000: Total PERSONNEL SALARIES,WITNESS FEE,0,0,1200,0,0
512,101: City General,EXPENSES,City Courts,101-106: Municipal Court,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,12828,11994,14040,14040,14040
513,101: City General,EXPENSES,City Courts,101-106: Municipal Court,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,41314,45333,59150,59150,59150
514,101: City General,EXPENSES,City Courts,101-106: Municipal Court,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,194184,205930,208030,214572,225794
515,101: City General,EXPENSES,City Courts,101-106: Municipal Court,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,58779,60424,62662,63046,63676
516,101: City General,EXPENSES,City Courts,101-106: Municipal Court,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,34006,34216,44720,47320,49416
517,101: City General,EXPENSES,City Courts,101-106: Municipal Court,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,140555,122176,157041,179700,183294
518,101: City General,EXPENSES,City Courts,101-106: Municipal Court,52100: Total G&A SERVICES,WITNESS FEES,220,120,0,0,0
519,101: City General,EXPENSES,City Courts,101-106: Municipal Court,52100: Total G&A SERVICES,FEES NOT CLASSIFIED,16194,55194,7200,7200,7250
520,101: City General,EXPENSES,City Courts,101-106: Municipal Court,52100: Total G&A SERVICES,POSTAGE,1549,631,2400,2400,2400
521,101: City General,EXPENSES,City Courts,101-106: Municipal Court,52100: Total G&A SERVICES,PRINTING,0,0,900,900,906
522,101: City General,EXPENSES,City Courts,101-106: Municipal Court,52850: Total COMPUTER EQUIPMENT,COMPUTER EQUIPMENT,0,0,12000,12000,12084
523,101: City General,EXPENSES,City Courts,101-106: Municipal Court,54000: Total OFFICE SUPPLIES,STATIONERY,6211,3460,4200,4200,4229
524,101: City General,EXPENSES,City Courts,101-107: Probate Court,50000: Total PERSONNEL SALARIES,SALARIES,235722,242975,256054,330895,334204
525,101: City General,EXPENSES,City Courts,101-107: Probate Court,50000: Total PERSONNEL SALARIES,SICK LEAVE,15432,4289,0,0,0
526,101: City General,EXPENSES,City Courts,101-107: Probate Court,50000: Total PERSONNEL SALARIES,VACATION,18913,9813,0,0,0
527,101: City General,EXPENSES,City Courts,101-107: Probate Court,50000: Total PERSONNEL SALARIES,HOLIDAY,16206,14764,0,0,0
528,101: City General,EXPENSES,City Courts,101-107: Probate Court,50000: Total PERSONNEL SALARIES,LONGEVITY,9965,7898,9247,9524,9619
529,101: City General,EXPENSES,City Courts,101-107: Probate Court,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,5413,4701,5820,5820,5820
530,101: City General,EXPENSES,City Courts,101-107: Probate Court,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,13824,13600,13650,13650,13650
531,101: City General,EXPENSES,City Courts,101-107: Probate Court,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,85419,81432,74676,84852,89290
532,101: City General,EXPENSES,City Courts,101-107: Probate Court,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,21038,19850,21924,22415,22639
533,101: City General,EXPENSES,City Courts,101-107: Probate Court,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,11374,10265,10322,10920,11404
534,101: City General,EXPENSES,City Courts,101-107: Probate Court,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,80121,70509,89609,103704,105778
535,101: City General,EXPENSES,City Courts,101-107: Probate Court,52100: Total G&A SERVICES,POSTAGE,761,646,900,900,900
536,101: City General,EXPENSES,City Courts,101-107: Probate Court,52100: Total G&A SERVICES,ADVERTISING/MARKETING,21178,16725,24552,24552,24724
537,101: City General,EXPENSES,City Courts,101-107: Probate Court,52100: Total G&A SERVICES,DUES & SUBSCRIPTIONS,367,425,450,450,453
538,101: City General,EXPENSES,City Courts,101-107: Probate Court,52100: Total G&A SERVICES,PRINTING,475,0,475,475,478
539,101: City General,EXPENSES,City Courts,101-107: Probate Court,52900: Total R&M EQUIPMENT,REPAIRS TO OFFICE EQUIPMENT,4574,6684,29745,29745,29953
540,101: City General,EXPENSES,City Courts,101-107: Probate Court,53500: Total OTHER SERVICES,MISC. EXPENSES,377,80,180,180,181
541,101: City General,EXPENSES,City Courts,101-107: Probate Court,54000: Total OFFICE SUPPLIES,STATIONERY,209,593,420,420,423
542,101: City General,EXPENSES,City Courts,101-110: Housing Court,50000: Total PERSONNEL SALARIES,SALARIES,216985,235691,256323,267190,269862
543,101: City General,EXPENSES,City Courts,101-110: Housing Court,50000: Total PERSONNEL SALARIES,SICK LEAVE,4245,3488,0,0,0
544,101: City General,EXPENSES,City Courts,101-110: Housing Court,50000: Total PERSONNEL SALARIES,VACATION,13360,8514,0,0,0
545,101: City General,EXPENSES,City Courts,101-110: Housing Court,50000: Total PERSONNEL SALARIES,HOLIDAY,9791,8921,0,0,0
546,101: City General,EXPENSES,City Courts,101-110: Housing Court,50000: Total PERSONNEL SALARIES,LONGEVITY,9020,9078,10763,12601,12727
547,101: City General,EXPENSES,City Courts,101-110: Housing Court,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,5958,5233,7488,7488,7488
548,101: City General,EXPENSES,City Courts,101-110: Housing Court,51000: Total EMPLOYEE BENEFITS,HEALTHCARE EE CASH PAYMENT,1500,1500,0,0,0
549,101: City General,EXPENSES,City Courts,101-110: Housing Court,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,8263,9067,13650,13650,13650
550,101: City General,EXPENSES,City Courts,101-110: Housing Court,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,73077,77343,72092,80592,84807
551,101: City General,EXPENSES,City Courts,101-110: Housing Court,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,18303,19442,21196,21404,21618
552,101: City General,EXPENSES,City Courts,101-110: Housing Court,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,6801,6843,10322,10920,11404
553,101: City General,EXPENSES,City Courts,101-110: Housing Court,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,68532,57471,73042,84528,86219
554,101: City General,EXPENSES,City Courts,101-110: Housing Court,52100: Total G&A SERVICES,POSTAGE,905,309,1020,1020,1020
555,101: City General,EXPENSES,City Courts,101-110: Housing Court,52910: Total R&M OTHER,COPIERS LEASE AND MAINTENANCE,0,0,1600,1600,1611
556,101: City General,EXPENSES,City Courts,101-110: Housing Court,53500: Total OTHER SERVICES,MISC. EXPENSES,1773,2214,1220,1220,1229
557,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,50000: Total PERSONNEL SALARIES,SALARIES,1312105,1445338,1717396,2115926,2137085
558,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,50000: Total PERSONNEL SALARIES,SALARIES-TEMPORARIES,22042,8147,0,0,0
559,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,50000: Total PERSONNEL SALARIES,OVERTIME,30196,37397,30000,35000,35000
560,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,50000: Total PERSONNEL SALARIES,SICK LEAVE,52272,79334,0,0,0
561,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,50000: Total PERSONNEL SALARIES,VACATION,99321,104624,0,0,0
562,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,50000: Total PERSONNEL SALARIES,CALL BACK,0,611,0,0,0
563,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,50000: Total PERSONNEL SALARIES,HOLIDAY,98332,100714,0,0,0
564,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,50000: Total PERSONNEL SALARIES,LONGEVITY,37638,42392,39418,20739,20946
565,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,50000: Total PERSONNEL SALARIES,DIFFERENTIAL PAY,12429,12156,10920,10920,10920
566,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,50000: Total PERSONNEL SALARIES,ALTERNATIVE WORK WEEK,2494,2501,2076,2080,2080
567,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,30144,28596,33480,33480,33480
568,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,51000: Total EMPLOYEE BENEFITS,HEALTHCARE EE CASH PAYMENT,2000,1500,0,0,0
569,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,117291,131478,146250,146250,146250
570,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,447404,501077,492032,522120,549427
571,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,123229,134975,157557,151754,153272
572,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,51000: Total EMPLOYEE BENEFITS,STIPENDS,0,0,0,0,0
573,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,96544,99236,110566,117000,122183
574,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,330785,341413,428250,502140,512183
575,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,52000: Total DEPARTMENTAL SERVICES,REFUSE PROCESSING,0,0,0,15000,15105
576,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,52100: Total G&A SERVICES,LIABILITY INSURANCE,0,0,0,74000,74518
577,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,52100: Total G&A SERVICES,FEES NOT CLASSIFIED,1669672,1313817,1357500,1286700,1295707
578,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,52100: Total G&A SERVICES,POSTAGE,802,431,2750,2852,2852
579,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,52100: Total G&A SERVICES,DUES & SUBSCRIPTIONS,824,6784,4800,24142,24311
580,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,52100: Total G&A SERVICES,PEST CONTROL,0,0,0,21600,21751
581,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,52100: Total G&A SERVICES,PRINTING,0,0,0,19360,19496
582,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,52700: Total TRAINING & DEVELOPMENT,TRAINING,0,0,0,350,350
583,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,52800: Total EQUIPMENT,MACHINERY & EQUIPMENT,641119,0,0,0,0
584,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,52880: Total OTHER CAPITAL EXPENSES,STRUCTURES & IMPROVEMENTS,108450,0,0,0,0
585,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,52900: Total R&M EQUIPMENT,REPAIRS TO OFFICE EQUIPMENT,694,-345,2000,300,302
586,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,52910: Total R&M OTHER,MAIN & SERVICE,102553,133568,149500,180479,181742
587,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,52910: Total R&M OTHER,REPAIRS TO AUTOS & TRUCKS,14813,11844,30000,15000,15105
588,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,52910: Total R&M OTHER,COPIERS LEASE AND MAINTENANCE,0,0,0,5000,5035
589,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,52910: Total R&M OTHER,REPAIRS TO BUILDINGS,1170381,829563,1090000,872000,878104
590,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,53000: Total RENT OTHER,RENTAL OF LAND AND BUILDINGS,0,0,0,98880,99572
591,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,53010: Total RENT EQUIPMENT,RENTAL OF EQUIPMENT,16179,11731,13800,12000,12084
592,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,53400: Total CONTRACT SERVICES,PRIVATE CONTRACTORS,370152,246605,285500,168000,169176
593,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,53500: Total OTHER SERVICES,MISC. EXPENSES,90849,200379,100000,72000,72504
594,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,54000: Total OFFICE SUPPLIES,OFFICE SUPPLIES,0,0,0,4500,4532
595,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,54000: Total OFFICE SUPPLIES,STATIONERY,3037,2389,4550,5200,5236
596,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,54000: Total OFFICE SUPPLIES,SMALL TOOLS   SHOP SUPPLIES,0,0,1000,0,0
597,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,54270: Total HIGHWAY DEPT,LUBRICANTS,0,0,0,2700,2719
598,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,54700: Total OTHER SUPPLY,FUEL,143878,122409,160000,132000,132924
599,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,54700: Total OTHER SUPPLY,HOUSEKEEPING SUPPLIES,40002,37702,35000,36400,36655
600,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,54700: Total OTHER SUPPLY,MIS PAINT SUPPLIES,33540,29611,26000,10000,10070
601,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,54700: Total OTHER SUPPLY,MOTOR FUEL,1447691,1264599,1300000,1300000,1309100
602,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,54700: Total OTHER SUPPLY,TIRES,0,0,0,600,604
603,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,54700: Total OTHER SUPPLY,UNIFORMS/WEARING APPAREL,6986,6253,6500,12500,12588
604,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,54700: Total OTHER SUPPLY,MISCELLANEOUS MATERIALS AND SUPPLIES,3188,16667,25000,18000,18126
605,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,55000: Total OTHER EXPENDITURES,VARIOUS SCHOOL REHAB REHAB PROJECTS,0,197095,0,0,0
606,101: City General,EXPENSES,Public Property & Purchasing,101-1801: Public Property,GASB34: Total GASB34 ACCOUNTS,DEPRECIATION- STRUCTURES & IMPROVEMENTS,0,256,0,0,0
607,101: City General,EXPENSES,Public Property & Purchasing,101-1802: Purchasing,GASB34: Total GASB34 ACCOUNTS,DEPRECIATION- STRUCTURES & IMPROVEMENTS,0,-256,0,0,0
608,101: City General,EXPENSES,Department of Inspections & Standards,101-401: Building Administration,50000: Total PERSONNEL SALARIES,SALARIES,481185,503759,557491,669248,675940
609,101: City General,EXPENSES,Department of Inspections & Standards,101-401: Building Administration,50000: Total PERSONNEL SALARIES,OVERTIME,15622,7613,7000,0,0
610,101: City General,EXPENSES,Department of Inspections & Standards,101-401: Building Administration,50000: Total PERSONNEL SALARIES,SICK LEAVE,28955,25641,0,0,0
611,101: City General,EXPENSES,Department of Inspections & Standards,101-401: Building Administration,50000: Total PERSONNEL SALARIES,VACATION,42222,50705,0,0,0
612,101: City General,EXPENSES,Department of Inspections & Standards,101-401: Building Administration,50000: Total PERSONNEL SALARIES,HOLIDAY,39523,39769,0,0,0
613,101: City General,EXPENSES,Department of Inspections & Standards,101-401: Building Administration,50000: Total PERSONNEL SALARIES,LONGEVITY,18788,14390,13498,15255,15408
614,101: City General,EXPENSES,Department of Inspections & Standards,101-401: Building Administration,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,10319,9534,12828,12828,12828
615,101: City General,EXPENSES,Department of Inspections & Standards,101-401: Building Administration,51000: Total EMPLOYEE BENEFITS,HEALTHCARE EE CASH PAYMENT,0,2000,0,0,0
616,101: City General,EXPENSES,Department of Inspections & Standards,101-401: Building Administration,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,28942,35693,36400,36400,36400
